time,price,volume,side
2024-06-25 23:00:03,0.4841351603116878,55.1813844370822,bid
2024-06-25 23:00:03,0.4748662244169766,53.88507297413143,bid
2024-06-25 23:00:03,0.4648817540615552,41.62883392636553,bid
2024-06-25 23:00:03,0.4548043849229817,36.84021510822128,bid
2024-06-25 23:00:03,0.4450401331767295,25.795694075971205,bid
2024-06-25 23:00:03,0.435483114919536,42.39315861715796,bid
2024-06-25 23:00:03,0.42403241763359656,24.849679022788074,bid
2024-06-25 23:00:03,0.4147850417508213,20.68366819320875,bid
2024-06-25 23:00:03,0.40529408896019176,29.205340612921844,bid
2024-06-25 23:00:03,0.39563709677618986,25.89507370721025,bid
2024-06-25 23:00:03,0.5044350482548968,43.05419786260884,ask
2024-06-25 23:00:03,0.5144868406287239,61.60445006073809,ask
2024-06-25 23:00:03,0.5254283994974019,31.87663158147642,ask
2024-06-25 23:00:03,0.5346699338853406,37.84391771698742,ask
2024-06-25 23:00:03,0.5441958249300108,41.5840827938377,ask
2024-06-25 23:00:03,0.5550307666504439,28.465801963947996,ask
2024-06-25 23:00:03,0.5640467336824586,23.709240692291743,ask
2024-06-25 23:00:03,0.575582666197959,17.88159123566995,ask
2024-06-25 23:00:03,0.5837444221971952,6.058441262145048,ask
2024-06-25 23:00:03,0.59432030401855,20.171013219123864,ask
2024-06-26 00:00:03,0.4858019591989932,71.18384256993905,bid
2024-06-26 00:00:03,0.4744025353688935,41.5502334324499,bid
2024-06-26 00:00:03,0.46445951701784993,39.9740632054881,bid
2024-06-26 00:00:03,0.4543828224030025,37.68753107081588,bid
2024-06-26 00:00:03,0.445777321582648,18.46474988443331,bid
2024-06-26 00:00:03,0.4346359740865854,47.166389568572804,bid
2024-06-26 00:00:03,0.4248004516466,23.99666923592,bid
2024-06-26 00:00:03,0.41512830918604327,10.655384381954308,bid
2024-06-26 00:00:03,0.40481896571311343,37.25337314423254,bid
2024-06-26 00:00:03,0.3953511093019122,30.123046625995386,bid
2024-06-26 00:00:03,0.5053217058319797,50.63757155493829,ask
2024-06-26 00:00:03,0.5149728703132499,66.86280940377526,ask
2024-06-26 00:00:03,0.5247798759910196,48.51223206127091,ask
2024-06-26 00:00:03,0.5354327390557304,43.77866851492833,ask
2024-06-26 00:00:03,0.5451012744003689,22.3566857851894,ask
2024-06-26 00:00:03,0.5545101656387285,8.507365588593803,ask
2024-06-26 00:00:03,0.5647556530983078,33.17475625626293,ask
2024-06-26 00:00:03,0.575641367886963,20.08483045141191,ask
2024-06-26 00:00:03,0.5856410235573591,19.680009514924148,ask
2024-06-26 00:00:03,0.5945779104365576,34.15578536682701,ask
2024-06-26 01:00:03,0.48501050234919796,50.39548283525908,bid
2024-06-26 01:00:03,0.4737303496223827,57.82493260803084,bid
2024-06-26 01:00:03,0.46536790517053905,29.054379135677785,bid
2024-06-26 01:00:03,0.4559288791246402,61.68467513085279,bid
2024-06-26 01:00:03,0.44578651901006744,31.520765166509555,bid
2024-06-26 01:00:03,0.4347121643703896,50.215652298836716,bid
2024-06-26 01:00:03,0.4251605058227067,32.8360839490035,bid
2024-06-26 01:00:03,0.4145988582231478,6.464570460608362,bid
2024-06-26 01:00:03,0.40438880200655675,21.313238906066374,bid
2024-06-26 01:00:03,0.3958348402414014,8.34533435150659,bid
2024-06-26 01:00:03,0.5043299190344581,49.92389925801429,ask
2024-06-26 01:00:03,0.515824692006062,36.21905958764182,ask
2024-06-26 01:00:03,0.5250303385867232,35.44454865805011,ask
2024-06-26 01:00:03,0.5348647392931251,39.19781692022108,ask
2024-06-26 01:00:03,0.5440688649587253,52.638810586985294,ask
2024-06-26 01:00:03,0.5549126409114852,28.735235253839644,ask
2024-06-26 01:00:03,0.5652503316588374,14.184665853918188,ask
2024-06-26 01:00:03,0.5750078356787292,19.290240524501137,ask
2024-06-26 01:00:03,0.5850616030768425,2.4368672253402437,ask
2024-06-26 01:00:03,0.5949892280070819,14.119590855551323,ask
2024-06-26 02:00:03,0.48604822187798563,59.54568744330135,bid
2024-06-26 02:00:03,0.47494434138634856,33.794111215057605,bid
2024-06-26 02:00:03,0.46461017655831177,30.855429383009934,bid
2024-06-26 02:00:03,0.45500678842954917,23.86400455211384,bid
2024-06-26 02:00:03,0.44462274991707973,53.0121948773971,bid
2024-06-26 02:00:03,0.43462726793009315,31.258104347361567,bid
2024-06-26 02:00:03,0.4243895929386334,4.285154005385454,bid
2024-06-26 02:00:03,0.4157917199181597,39.71300262248581,bid
2024-06-26 02:00:03,0.4048418898983214,35.16553621864706,bid
2024-06-26 02:00:03,0.3960720016429004,20.673696240077597,bid
2024-06-26 02:00:03,0.5056428400379488,43.75309764223405,ask
2024-06-26 02:00:03,0.5155957716318634,36.44204948175961,ask
2024-06-26 02:00:03,0.5254746251581391,35.768389128473885,ask
2024-06-26 02:00:03,0.5348613296189716,49.26737986006254,ask
2024-06-26 02:00:03,0.5455776938463348,36.74757298668509,ask
2024-06-26 02:00:03,0.5548113992996034,16.309348062325142,ask
2024-06-26 02:00:03,0.5647738849966275,39.061610691349486,ask
2024-06-26 02:00:03,0.5742547554865418,7.58200553626984,ask
2024-06-26 02:00:03,0.5858291207477103,1.470844204109233,ask
2024-06-26 02:00:03,0.5948314965100802,33.82646507843528,ask
2024-06-26 03:00:03,0.48412383331021613,55.83061495822931,bid
2024-06-26 03:00:03,0.4750759147886204,68.79623843526447,bid
2024-06-26 03:00:03,0.4653517521916754,47.61773048404138,bid
2024-06-26 03:00:03,0.4550973601176261,34.60083902934839,bid
2024-06-26 03:00:03,0.44546371085993824,23.819322314984092,bid
2024-06-26 03:00:03,0.4351749320166947,46.6084097243059,bid
2024-06-26 03:00:03,0.4245899870387144,51.933328159003786,bid
2024-06-26 03:00:03,0.41466919017485854,9.380621509627455,bid
2024-06-26 03:00:03,0.4048479554381089,17.05811729072246,bid
2024-06-26 03:00:03,0.3945571227741188,18.141673045159795,bid
2024-06-26 03:00:03,0.5056660535045657,69.8242389160256,ask
2024-06-26 03:00:03,0.5148077462747622,34.711448761581906,ask
2024-06-26 03:00:03,0.5242070109762629,34.87969420000281,ask
